period_covered,st_abbreviation,st_name,drug_spending,drug_rebates,spending_less_rebates,medicaid_state,medicaid_federal,medicaid_total,all_spending_state,all_spending_federal,all_spending_total,drugs_as_share_of_medicaid,medicaid_as_share_of_all_spending
2014,LA,Louisiana,"$605,782,820.31","-$340,204,907.00","$265,577,913.31","$2,640,943,288.00","$4,667,859,340.00","$7,308,802,628.00","$18,278,220,000.00","$8,993,375,000.00","$27,271,595,000.00",3.63%,26.80%
2014,MA,Massachusetts,"$996,773,714.42","-$401,718,452.00","$595,055,262.42","$6,502,000,000.00","$5,542,000,000.00","$12,044,000,000.00","$48,403,568,049.80","$7,926,000,000.00","$56,329,568,049.80",4.94%,21.38%
2014,MD,Maryland,"$833,140,575.35","-$331,791,481.00","$501,349,094.35","$3,753,000,000.00","$4,807,000,000.00","$8,560,000,000.00","$27,522,000,000.00","$10,514,000,000.00","$38,036,000,000.00",5.86%,22.50%
2014,ME,Maine,"$200,811,312.93","-$136,351,103.00","$64,460,209.93","$1,013,000,000.00","$1,767,000,000.00","$2,780,000,000.00","$5,391,000,000.00","$2,697,000,000.00","$8,088,000,000.00",2.32%,34.37%
2014,MI,Michigan,"$1,317,981,979.09","-$732,430,566.00","$585,551,413.09","$4,418,200,000.00","$9,269,800,000.00","$13,688,000,000.00","$31,503,900,000.00","$18,152,100,000.00","$49,656,000,000.00",4.28%,27.57%
2014,MN,Minnesota,"$826,719,690.93","-$492,802,690.00","$333,917,000.93","$4,607,000,000.00","$5,143,000,000.00","$9,750,000,000.00","$24,513,367,000.00","$8,938,000,000.00","$33,451,367,000.00",3.42%,29.15%
2014,MO,Missouri,"$1,091,209,341.78","-$473,531,439.00","$617,677,902.78","$4,056,000,000.00","$4,243,000,000.00","$8,299,000,000.00","$15,950,000,000.00","$7,208,000,000.00","$23,158,000,000.00",7.44%,35.84%
2014,MS,Mississippi,"$414,970,424.91","-$175,490,546.00","$239,479,878.91","$1,256,000,000.00","$3,312,000,000.00","$4,568,000,000.00","$10,927,000,000.00","$7,540,000,000.00","$18,467,000,000.00",5.24%,24.74%
2014,MT,Montana,"$86,354,008.21","-$56,039,658.00","$30,314,350.21","$341,000,000.00","$714,000,000.00","$1,055,000,000.00","$4,039,000,000.00","$2,149,000,000.00","$6,188,000,000.00",2.87%,17.05%
2014,NC,North Carolina,"$1,495,549,804.92","-$834,461,357.00","$661,088,447.92","$4,870,400,000.00","$8,432,700,000.00","$13,303,100,000.00","$30,278,042,700.00","$12,774,940,000.00","$43,052,982,700.00",4.97%,30.90%
2014,ND,North Dakota,"$41,939,694.92","-$11,876,248.00","$30,063,446.92","$361,000,000.00","$421,000,000.00","$782,000,000.00","$5,069,000,000.00","$1,523,000,000.00","$6,592,000,000.00",3.84%,11.86%
2014,NE,Nebraska,"$171,200,450.14","-$113,783,515.00","$57,416,935.14","$850,700,000.00","$1,006,200,000.00","$1,856,900,000.00","$7,629,900,000.00","$2,911,000,000.00","$10,540,900,000.00",3.09%,17.62%
2014,NH,New Hampshire,"$86,492,702.38","-$41,780,491.00","$44,712,211.38","$666,000,000.00","$660,000,000.00","$1,326,000,000.00","$3,445,000,000.00","$1,701,000,000.00","$5,146,000,000.00",3.37%,25.77%
2014,NJ,New Jersey,"$984,612,909.00","-$471,802,417.00","$512,810,492.00","$5,004,000,000.00","$6,920,000,000.00","$11,924,000,000.00","$39,783,000,000.00","$13,372,000,000.00","$53,155,000,000.00",4.30%,22.43%
2014,NM,New Mexico,"$221,017,961.27","-$155,876,873.00","$65,141,088.27","$1,109,000,000.00","$3,063,000,000.00","$4,172,000,000.00","$10,065,200,000.00","$6,028,100,000.00","$16,093,300,000.00",1.56%,25.92%
2014,NV,Nevada,"$243,544,590.17","-$110,158,358.00","$133,386,232.17","$664,000,000.00","$1,363,000,000.00","$2,027,000,000.00","$6,557,000,000.00","$2,859,000,000.00","$9,416,000,000.00",6.58%,21.53%
2014,NY,New York,"$5,091,879,726.22","-$2,194,516,393.00","$2,897,363,333.22","$15,735,000,000.00","$24,237,000,000.00","$39,972,000,000.00","$96,355,000,000.00","$41,171,000,000.00","$137,526,000,000.00",7.25%,29.07%
2014,OH,Ohio,"$1,770,650,138.97","-$796,828,521.00","$973,821,617.97","$15,623,654,890.00","$6,317,213,884.00","$21,940,868,774.00","$48,175,697,983.00","$13,045,830,026.00","$61,221,528,009.00",4.44%,35.84%
2014,OK,Oklahoma,"$461,767,759.71","-$237,043,909.00","$224,723,850.71","$2,245,000,000.00","$3,230,000,000.00","$5,475,000,000.00","$14,778,000,000.00","$7,523,000,000.00","$22,301,000,000.00",4.10%,24.55%
2014,OR,Oregon,"$453,367,331.71","-$217,600,517.00","$235,766,814.71","$2,133,000,000.00","$4,623,000,000.00","$6,756,000,000.00","$24,281,365,597.00","$8,101,967,160.00","$32,383,332,757.00",3.49%,20.86%
2014,PA,Pennsylvania,"$1,899,695,163.87","-$885,817,129.00","$1,013,878,034.87","$11,147,000,000.00","$12,997,000,000.00","$24,144,000,000.00","$45,387,000,000.00","$22,749,000,000.00","$68,136,000,000.00",4.20%,35.44%
2014,RI,Rhode Island,"$137,312,674.02","-$58,892,875.00","$78,419,799.02","$1,029,000,000.00","$1,190,000,000.00","$2,219,000,000.00","$6,268,000,000.00","$2,676,000,000.00","$8,944,000,000.00",3.53%,24.81%
2014,SC,South Carolina,"$387,205,874.98","-$210,929,669.00","$176,276,205.98","$1,519,000,000.00","$3,909,000,000.00","$5,428,000,000.00","$14,498,000,000.00","$7,542,000,000.00","$22,040,000,000.00",3.25%,24.63%
2014,SD,South Dakota,"$71,198,101.93","-$26,918,937.00","$44,279,164.93","$312,000,000.00","$511,000,000.00","$823,000,000.00","$2,690,000,000.00","$1,418,000,000.00","$4,108,000,000.00",5.38%,20.03%
2014,TN,Tennessee,"$870,010,994.01","-$393,559,312.00","$476,451,682.01","$3,523,000,000.00","$5,869,000,000.00","$9,392,000,000.00","$18,502,000,000.00","$12,200,000,000.00","$30,702,000,000.00",5.07%,30.59%
2014,TX,Texas,"$2,857,713,272.08","-$1,525,045,433.00","$1,332,667,839.08","$13,531,000,000.00","$19,693,000,000.00","$33,224,000,000.00","$73,806,200,000.00","$38,444,000,000.00","$112,250,200,000.00",4.01%,29.60%
2014,UT,Utah,"$171,257,064.33","-$98,019,628.00","$73,237,436.33","$788,000,000.00","$1,593,000,000.00","$2,381,000,000.00","$8,687,000,000.00","$3,497,000,000.00","$12,184,000,000.00",3.08%,19.54%
2014,VA,Virginia,"$1,982,182,199.45","-$301,443,198.00","$1,680,739,001.45","$3,934,031,243.00","$3,960,577,253.00","$7,894,608,496.00","$36,289,036,208.00","$9,568,128,674.00","$45,857,164,882.00",21.29%,17.22%
2014,VT,Vermont,"$138,682,145.71","-$77,719,574.00","$60,962,571.71","$614,000,000.00","$797,000,000.00","$1,411,000,000.00","$3,511,000,000.00","$1,760,000,000.00","$5,271,000,000.00",4.32%,26.77%
2014,WA,Washington,"$634,243,317.88","-$151,828,151.00","$482,415,166.88","$2,389,000,000.00","$3,712,000,000.00","$6,101,000,000.00","$27,236,000,000.00","$9,631,000,000.00","$36,867,000,000.00",7.91%,16.55%
2014,WI,Wisconsin,"$852,965,428.31","-$476,173,084.00","$376,792,344.31","$3,455,000,000.00","$4,806,000,000.00","$8,261,000,000.00","$33,886,000,000.00","$11,006,000,000.00","$44,892,000,000.00",4.56%,18.40%
2014,WV,West Virginia,"$462,895,077.52","-$220,690,526.00","$242,204,551.52","$922,000,000.00","$2,612,000,000.00","$3,534,000,000.00","$12,370,000,000.00","$3,448,000,000.00","$15,818,000,000.00",6.85%,22.34%
2014,WY,Wyoming,"$31,519,273.47","-$24,908,482.00","$6,610,791.47","$292,000,000.00","$319,000,000.00","$611,000,000.00","$6,203,000,000.00","$1,343,000,000.00","$7,546,000,000.00",1.08%,8.10%
2013,AK,Alaska,"$139,435,834.82","-$38,202,243.00","$101,233,591.82","$571,000,000.00","$817,000,000.00","$1,388,000,000.00","$9,433,000,000.00","$2,589,000,000.00","$12,022,000,000.00",7.29%,11.55%
2013,AL,Alabama,"$513,629,813.51","-$239,542,229.00","$274,087,584.51","$1,766,000,000.00","$3,820,000,000.00","$5,586,000,000.00","$15,047,000,000.00","$9,488,000,000.00","$24,535,000,000.00",4.91%,22.77%
2013,AR,Arkansas,"$305,946,014.95","-$134,356,093.00","$171,589,921.95","$1,331,400,000.00","$3,180,400,000.00","$4,511,800,000.00","$15,379,200,000.00","$6,068,000,000.00","$21,447,200,000.00",3.80%,21.04%
2013,AZ,Arizona,"$613,635,308.63","-$157,263,916.00","$456,371,392.63","$2,675,151,800.00","$5,756,362,387.00","$8,431,514,187.00","$15,552,298,000.00","$12,008,000,000.00","$27,560,298,000.00",5.41%,30.59%
2013,CA,California,"$3,790,730,201.39","-$1,941,030,293.00","$1,849,699,908.39","$20,684,000,000.00","$25,715,000,000.00","$46,399,000,000.00","$141,001,000,000.00","$70,431,000,000.00","$211,432,000,000.00",3.99%,21.95%
2013,CO,Colorado,"$375,253,467.53","-$179,011,623.00","$196,241,844.53","$3,580,000,000.00","$2,805,000,000.00","$6,385,000,000.00","$22,688,000,000.00","$7,423,000,000.00","$30,111,000,000.00",3.07%,21.20%
2013,CT,Connecticut,"$676,378,235.34","-$386,081,910.00","$290,296,325.34","$6,202,000,000.00",$0.00,"$6,202,000,000.00","$25,173,870,000.00","$2,595,000,000.00","$27,768,870,000.00",4.68%,22.33%
2013,DE,Delaware,"$168,754,681.80","-$118,174,095.00","$50,580,586.80","$707,000,000.00","$870,000,000.00","$1,577,000,000.00","$7,379,000,000.00","$1,783,000,000.00","$9,162,000,000.00",3.21%,17.21%
2013,FL,Florida,"$1,986,922,361.69","-$1,260,489,040.00","$726,433,321.69","$8,510,000,000.00","$11,823,000,000.00","$20,333,000,000.00","$39,811,000,000.00","$24,160,000,000.00","$63,971,000,000.00",3.57%,31.78%
2013,GA,Georgia,"$809,247,343.02","-$405,399,944.00","$403,847,399.02","$3,118,000,000.00","$5,914,000,000.00","$9,032,000,000.00","$29,397,800,000.00","$13,046,000,000.00","$42,443,800,000.00",4.47%,21.28%
2013,HI,Hawaii,"$176,287,449.07","-$55,726,312.00","$120,561,137.07","$796,000,000.00","$877,000,000.00","$1,673,000,000.00","$9,672,000,000.00","$1,912,000,000.00","$11,584,000,000.00",7.21%,14.44%
2013,IA,Iowa,"$245,469,430.41","-$147,956,806.00","$97,512,624.41","$1,736,000,000.00","$2,140,000,000.00","$3,876,000,000.00","$13,804,000,000.00","$5,727,000,000.00","$19,531,000,000.00",2.52%,19.85%
2013,ID,Idaho,"$133,765,538.29","-$74,016,233.00","$59,749,305.29","$635,000,000.00","$1,241,000,000.00","$1,876,000,000.00","$4,043,000,000.00","$2,647,000,000.00","$6,690,000,000.00",3.18%,28.04%
2013,IL,Illinois,"$941,992,440.36","-$629,984,012.00","$312,008,428.36","$7,908,762,066.47","$7,464,000,000.00","$15,372,762,066.47","$45,253,983,204.47","$12,918,060,817.00","$58,172,044,021.47",2.03%,26.43%
2013,IN,Indiana,"$865,458,517.24","-$414,236,488.00","$451,222,029.24","$2,839,000,000.00","$5,950,000,000.00","$8,789,000,000.00","$17,814,000,000.00","$10,357,000,000.00","$28,171,000,000.00",5.13%,31.20%
2013,KS,Kansas,"$70,014,338.39","-$115,266,503.00","-$45,252,164.61","$1,158,000,000.00","$1,425,000,000.00","$2,583,000,000.00","$10,079,000,000.00","$3,890,000,000.00","$13,969,000,000.00",-1.75%,18.49%
2013,KY,Kentucky,"$516,244,661.31","-$285,674,357.00","$230,570,304.31","$1,703,000,000.00","$3,923,000,000.00","$5,626,000,000.00","$17,672,000,000.00","$8,001,000,000.00","$25,673,000,000.00",4.10%,21.91%
2013,LA,Louisiana,"$707,613,175.43","-$407,482,978.00","$300,130,197.43","$2,129,000,000.00","$4,721,000,000.00","$6,850,000,000.00","$18,563,000,000.00","$9,520,000,000.00","$28,083,000,000.00",4.38%,24.39%
2013,MA,Massachusetts,"$804,264,506.73","-$370,169,408.00","$434,095,098.73","$6,232,120,724.39","$4,883,515,989.80","$11,115,636,714.19","$46,556,370,094.39","$8,079,014,087.80","$54,635,384,182.19",3.91%,20.35%
2013,MD,Maryland,"$604,344,818.37","-$342,292,130.00","$262,052,688.37","$3,732,000,000.00","$3,893,007,891.00","$7,625,007,891.00","$27,103,000,000.00","$9,184,000,000.00","$36,287,000,000.00",3.44%,21.01%
2013,ME,Maine,"$193,818,201.27","-$140,731,360.00","$53,086,841.27","$992,300,000.00","$1,516,800,000.00","$2,509,100,000.00","$5,116,200,000.00","$2,562,800,000.00","$7,679,000,000.00",2.12%,32.67%
2013,MI,Michigan,"$1,047,098,574.17","-$582,059,164.00","$465,039,410.17","$4,320,600,000.00","$8,194,400,000.00","$12,515,000,000.00","$29,973,200,000.00","$17,423,300,000.00","$47,396,500,000.00",3.72%,26.40%
2013,MN,Minnesota,"$628,448,211.70","-$253,304,532.00","$375,143,679.70","$4,258,000,000.00","$4,293,000,000.00","$8,551,000,000.00","$23,176,749,000.00","$8,344,857,000.00","$31,521,606,000.00",4.39%,27.13%
2013,MO,Missouri,"$1,021,940,854.21","-$406,703,050.00","$615,237,804.21","$3,925,437,839.65","$4,112,419,438.46","$8,037,857,278.11","$15,733,337,839.65","$7,208,919,438.46","$22,942,257,278.11",7.65%,35.04%
2013,MS,Mississippi,"$371,380,769.25","-$178,865,763.00","$192,515,006.25","$1,207,000,000.00","$3,627,000,000.00","$4,834,000,000.00","$11,054,300,000.00","$8,141,000,000.00","$19,195,300,000.00",3.98%,25.18%
2013,MT,Montana,"$70,856,720.56","-$46,744,790.00","$24,111,930.56","$345,000,000.00","$736,000,000.00","$1,081,000,000.00","$3,925,000,000.00","$2,115,000,000.00","$6,040,000,000.00",2.23%,17.90%
2013,NC,North Carolina,"$1,261,816,452.54","-$498,892,296.00","$762,924,156.54","$4,923,300,000.00","$7,719,700,000.00","$12,643,000,000.00","$30,220,900,000.00","$12,637,500,000.00","$42,858,400,000.00",6.03%,29.50%
2013,ND,North Dakota,"$31,027,591.83","-$19,039,506.00","$11,988,085.83","$361,000,000.00","$421,000,000.00","$782,000,000.00","$4,176,000,000.00","$1,536,000,000.00","$5,712,000,000.00",1.53%,13.69%
2013,NE,Nebraska,"$156,869,717.52","-$85,960,829.00","$70,908,888.52","$818,700,000.00","$1,002,700,000.00","$1,821,400,000.00","$7,148,800,000.00","$3,014,000,000.00","$10,162,800,000.00",3.89%,17.92%
2013,NH,New Hampshire,"$100,669,883.53","-$62,243,767.00","$38,426,116.53","$680,000,000.00","$605,000,000.00","$1,285,000,000.00","$3,413,000,000.00","$1,604,000,000.00","$5,017,000,000.00",2.99%,25.61%
2013,NJ,New Jersey,"$783,799,337.18","-$380,911,431.00","$402,887,906.18","$4,810,000,000.00","$5,546,000,000.00","$10,356,000,000.00","$38,763,000,000.00","$12,041,000,000.00","$50,804,000,000.00",3.89%,20.38%
2013,NM,New Mexico,"$187,276,667.04","-$114,241,311.00","$73,035,356.04","$1,117,400,000.00","$2,559,700,000.00","$3,677,100,000.00","$8,896,500,000.00","$5,799,000,000.00","$14,695,500,000.00",1.99%,25.02%
2013,NV,Nevada,"$142,424,758.38","-$90,773,265.00","$51,651,493.38","$730,000,000.00","$1,043,000,000.00","$1,773,000,000.00","$5,855,000,000.00","$2,796,000,000.00","$8,651,000,000.00",2.91%,20.49%
2013,NY,New York,"$4,173,302,524.76","-$2,032,028,299.00","$2,141,274,225.76","$15,371,000,000.00","$23,421,000,000.00","$38,792,000,000.00","$94,523,000,000.00","$38,574,000,000.00","$133,097,000,000.00",5.52%,29.15%
2013,OH,Ohio,"$1,594,020,157.48","-$761,488,544.00","$832,531,613.48","$12,908,492,078.00","$4,101,884,475.00","$17,010,376,553.00","$45,621,057,663.00","$12,647,136,588.00","$58,268,194,251.00",4.89%,29.19%
2013,OK,Oklahoma,"$425,396,439.33","-$181,865,934.00","$243,530,505.33","$1,989,000,000.00","$2,931,000,000.00","$4,920,000,000.00","$14,777,000,000.00","$6,653,000,000.00","$21,430,000,000.00",4.95%,22.96%
2013,OR,Oregon,"$321,832,434.36","-$116,218,266.00","$205,614,168.36","$2,034,000,000.00","$3,476,000,000.00","$5,510,000,000.00","$18,352,000,000.00","$7,451,000,000.00","$25,803,000,000.00",3.73%,21.35%
2013,PA,Pennsylvania,"$1,621,688,302.67","-$851,728,908.00","$769,959,394.67","$9,984,000,000.00","$12,245,000,000.00","$22,229,000,000.00","$44,487,000,000.00","$24,614,000,000.00","$69,101,000,000.00",3.46%,32.17%
2013,RI,Rhode Island,"$83,541,935.22","-$49,429,435.00","$34,112,500.22","$967,000,000.00","$1,007,000,000.00","$1,974,000,000.00","$5,849,000,000.00","$2,522,000,000.00","$8,371,000,000.00",1.73%,23.58%
2013,SC,South Carolina,"$397,000,057.78","-$214,730,156.00","$182,269,901.78","$1,371,000,000.00","$3,519,000,000.00","$4,890,000,000.00","$14,408,000,000.00","$7,800,000,000.00","$22,208,000,000.00",3.73%,22.02%
2013,SD,South Dakota,"$54,002,091.17","-$24,844,808.00","$29,157,283.17","$316,000,000.00","$500,000,000.00","$816,000,000.00","$2,638,000,000.00","$1,494,000,000.00","$4,132,000,000.00",3.57%,19.75%
2013,TN,Tennessee,"$763,195,787.44","-$486,168,850.00","$277,026,937.44","$3,278,000,000.00","$6,121,000,000.00","$9,399,000,000.00","$17,959,000,000.00","$12,532,000,000.00","$30,491,000,000.00",2.95%,30.83%
2013,TX,Texas,"$2,559,599,334.72","-$1,565,173,607.00","$994,425,727.72","$12,035,000,000.00","$17,483,000,000.00","$29,518,000,000.00","$63,563,902,994.00","$37,364,000,000.00","$100,927,902,994.00",3.37%,29.25%
2013,UT,Utah,"$154,296,687.25","-$84,274,654.00","$70,022,033.25","$749,000,000.00","$1,435,000,000.00","$2,184,000,000.00","$8,627,000,000.00","$3,462,000,000.00","$12,089,000,000.00",3.21%,18.07%
2013,VA,Virginia,"$1,122,492,427.59","-$376,468,163.00","$746,024,264.59","$3,862,300,000.00","$3,772,100,000.00","$7,634,400,000.00","$36,191,000,000.00","$9,545,700,000.00","$45,736,700,000.00",9.77%,16.69%
2013,VT,Vermont,"$119,737,310.73","-$70,319,039.00","$49,418,271.73","$629,000,000.00","$775,000,000.00","$1,404,000,000.00","$3,270,000,000.00","$1,695,000,000.00","$4,965,000,000.00",3.52%,28.28%
2013,WA,Washington,"$361,782,854.08","-$214,199,908.00","$147,582,946.08","$2,044,000,000.00","$1,993,000,000.00","$4,037,000,000.00","$25,896,000,000.00","$8,100,000,000.00","$33,996,000,000.00",3.66%,11.87%
2013,WI,Wisconsin,"$718,892,490.08","-$379,310,356.00","$339,582,134.08","$2,905,800,000.00","$4,435,400,000.00","$7,341,200,000.00","$31,954,000,000.00","$10,815,100,000.00","$42,769,100,000.00",4.63%,17.16%
2013,WV,West Virginia,"$325,531,687.16","-$211,443,663.00","$114,088,024.16","$865,000,000.00","$2,143,000,000.00","$3,008,000,000.00","$18,245,000,000.00","$4,075,000,000.00","$22,320,000,000.00",3.79%,13.48%
2013,WY,Wyoming,"$29,391,887.18","-$19,875,993.00","$9,515,894.18","$295,000,000.00","$309,000,000.00","$604,000,000.00","$6,778,000,000.00","$2,354,000,000.00","$9,132,000,000.00",1.58%,6.61%
2012,AK,Alaska,"$112,529,057.51","-$35,172,702.00","$77,356,355.51","$571,000,000.00","$798,000,000.00","$1,369,000,000.00","$8,772,000,000.00","$3,017,000,000.00","$11,789,000,000.00",5.65%,11.61%
2012,AL,Alabama,"$496,917,747.02","-$235,228,011.00","$261,689,736.02","$1,832,000,000.00","$3,795,000,000.00","$5,627,000,000.00","$15,159,000,000.00","$9,439,000,000.00","$24,598,000,000.00",4.65%,22.88%
2012,AR,Arkansas,"$308,960,128.44","-$140,270,225.00","$168,689,903.44","$1,282,000,000.00","$3,142,000,000.00","$4,424,000,000.00","$14,410,000,000.00","$6,278,000,000.00","$20,688,000,000.00",3.81%,21.38%
2012,AZ,Arizona,"$468,806,641.12","-$247,494,329.00","$221,312,312.12","$2,653,861,883.00","$5,781,728,999.00","$8,435,590,882.00","$15,782,111,883.00","$12,298,528,999.00","$28,080,640,882.00",2.62%,30.04%
2012,CA,California,"$3,660,937,862.21","-$1,669,406,224.00","$1,991,531,638.21","$16,606,000,000.00","$26,446,000,000.00","$43,052,000,000.00","$126,361,580,000.00","$73,062,680,000.00","$199,424,260,000.00",4.63%,21.59%
2012,CO,Colorado,"$333,643,259.62","-$175,351,216.00","$158,292,043.62","$3,379,424,000.00","$2,591,373,000.00","$5,970,797,000.00","$21,085,593,000.00","$7,691,245,000.00","$28,776,838,000.00",2.65%,20.75%
2012,CT,Connecticut,"$661,932,747.02","-$346,524,364.00","$315,408,383.02","$5,887,000,000.00",$0.00,"$5,887,000,000.00","$24,876,870,000.00","$2,631,000,000.00","$27,507,870,000.00",5.36%,21.40%
2012,DE,Delaware,"$170,816,475.32","-$101,938,483.00","$68,877,992.32","$637,000,000.00","$784,000,000.00","$1,421,000,000.00","$7,165,000,000.00","$1,777,000,000.00","$8,942,000,000.00",4.85%,15.89%
2012,FL,Florida,"$1,851,466,369.83","-$773,131,411.00","$1,078,334,958.83","$8,340,000,000.00","$10,929,000,000.00","$19,269,000,000.00","$38,420,000,000.00","$24,570,000,000.00","$62,990,000,000.00",5.60%,30.59%
2012,GA,Georgia,"$825,112,376.07","-$400,200,846.00","$424,911,530.07","$2,976,000,000.00","$5,599,000,000.00","$8,575,000,000.00","$28,674,700,000.00","$12,469,200,000.00","$41,143,900,000.00",4.96%,20.84%
2012,HI,Hawaii,"$268,379,490.02","-$73,395,974.00","$194,983,516.02","$606,000,000.00","$807,000,000.00","$1,413,000,000.00","$9,562,000,000.00","$1,932,000,000.00","$11,494,000,000.00",13.80%,12.29%
2012,IA,Iowa,"$267,692,000.68","-$156,863,314.00","$110,828,686.68","$1,636,000,000.00","$2,068,000,000.00","$3,704,000,000.00","$12,311,000,000.00","$6,551,000,000.00","$18,862,000,000.00",2.99%,19.64%
2012,ID,Idaho,"$133,958,181.15","-$66,899,104.00","$67,059,077.15","$641,000,000.00","$1,063,000,000.00","$1,704,000,000.00","$3,886,000,000.00","$2,382,700,000.00","$6,268,700,000.00",3.94%,27.18%
2012,IL,Illinois,"$1,374,573,957.78","-$520,253,474.00","$854,320,483.78","$6,761,911,004.63","$6,188,702,170.00","$12,950,613,174.63","$45,839,586,444.63","$14,006,678,140.00","$59,846,264,584.63",6.60%,21.64%
2012,IN,Indiana,"$896,472,272.25","-$372,644,467.00","$523,827,805.25","$2,462,000,000.00","$4,716,000,000.00","$7,178,000,000.00","$16,923,000,000.00","$9,272,000,000.00","$26,195,000,000.00",7.30%,27.40%
2012,KS,Kansas,"$200,760,055.53","-$88,904,264.00","$111,855,791.53","$1,173,000,000.00","$1,510,000,000.00","$2,683,000,000.00","$10,243,000,000.00","$4,153,000,000.00","$14,396,000,000.00",4.17%,18.64%
2012,KY,Kentucky,"$553,454,035.99","-$279,310,732.00","$274,143,303.99","$1,692,000,000.00","$4,090,000,000.00","$5,782,000,000.00","$16,962,000,000.00","$8,687,000,000.00","$25,649,000,000.00",4.74%,22.54%
2012,LA,Louisiana,"$908,412,060.27","-$370,496,748.00","$537,915,312.27","$1,877,000,000.00","$4,474,000,000.00","$6,351,000,000.00","$16,472,400,000.00","$10,616,000,000.00","$27,088,400,000.00",8.47%,23.45%
2012,MA,Massachusetts,"$778,618,658.99","-$394,807,514.00","$383,811,144.99","$3,679,000,000.00","$6,752,000,000.00","$10,431,000,000.00","$40,955,000,000.00","$16,157,000,000.00","$57,112,000,000.00",3.68%,18.26%
2012,MD,Maryland,"$602,174,734.97","-$232,062,126.00","$370,112,608.97","$3,566,000,000.00","$3,616,599,739.00","$7,182,599,739.00","$25,814,000,000.00","$9,058,000,000.00","$34,872,000,000.00",5.15%,20.60%
2012,ME,Maine,"$203,050,242.47","-$148,866,573.00","$54,183,669.47","$891,000,000.00","$1,443,000,000.00","$2,334,000,000.00","$5,457,000,000.00","$2,649,200,000.00","$8,106,200,000.00",2.32%,28.79%
2012,MI,Michigan,"$985,723,283.95","-$533,818,192.00","$451,905,091.95","$4,339,300,000.00","$8,198,100,000.00","$12,537,400,000.00","$29,737,100,000.00","$17,549,400,000.00","$47,286,500,000.00",3.60%,26.51%
2012,MN,Minnesota,"$615,748,293.74","-$254,225,078.00","$361,523,215.74","$4,231,000,000.00","$4,422,000,000.00","$8,653,000,000.00","$22,044,000,000.00","$8,170,000,000.00","$30,214,000,000.00",4.18%,28.64%
2012,MO,Missouri,"$1,038,098,028.74","-$424,631,473.00","$613,466,555.74","$3,943,000,000.00","$4,245,000,000.00","$8,188,000,000.00","$15,825,000,000.00","$7,539,000,000.00","$23,364,000,000.00",7.49%,35.05%
2012,MS,Mississippi,"$373,543,817.44","-$155,273,364.00","$218,270,453.44","$1,123,300,000.00","$3,181,600,000.00","$4,304,900,000.00","$10,444,200,000.00","$7,589,600,000.00","$18,033,800,000.00",5.07%,23.87%
2012,MT,Montana,"$69,429,042.88","-$38,074,836.00","$31,354,206.88","$321,000,000.00","$675,000,000.00","$996,000,000.00","$3,788,000,000.00","$2,131,000,000.00","$5,919,000,000.00",3.15%,16.83%
2012,NC,North Carolina,"$1,216,492,145.17","-$742,637,419.00","$473,854,726.17","$4,689,000,000.00","$7,535,000,000.00","$12,224,000,000.00","$35,409,000,000.00","$14,513,000,000.00","$49,922,000,000.00",3.88%,24.49%
2012,ND,North Dakota,"$31,094,811.10","-$19,803,645.00","$11,291,166.10","$311,000,000.00","$419,000,000.00","$730,000,000.00","$4,136,000,000.00","$1,884,000,000.00","$6,020,000,000.00",1.55%,12.13%
2012,NE,Nebraska,"$168,795,570.36","-$76,135,887.00","$92,659,683.36","$713,300,000.00","$934,500,000.00","$1,647,800,000.00","$6,888,400,000.00","$2,988,300,000.00","$9,876,700,000.00",5.62%,16.68%
2012,NH,New Hampshire,"$105,876,185.86","-$57,132,593.00","$48,743,592.86","$603,000,000.00","$584,000,000.00","$1,187,000,000.00","$3,326,000,000.00","$1,650,000,000.00","$4,976,000,000.00",4.11%,23.85%
2012,NJ,New Jersey,"$815,259,621.02","-$355,337,776.00","$459,921,845.02","$4,851,000,000.00","$5,667,000,000.00","$10,518,000,000.00","$37,648,000,000.00","$10,998,000,000.00","$48,646,000,000.00",4.37%,21.62%
2012,NM,New Mexico,"$190,829,290.84","-$5,341,970.00","$185,487,320.84","$1,077,900,000.00","$2,562,200,000.00","$3,640,100,000.00","$8,584,500,000.00","$5,790,100,000.00","$14,374,600,000.00",5.10%,25.32%
2012,NV,Nevada,"$135,121,356.88","-$75,257,924.00","$59,863,432.88","$927,000,000.00","$1,008,000,000.00","$1,935,000,000.00","$5,068,000,000.00","$2,554,000,000.00","$7,622,000,000.00",3.09%,25.39%
2012,NY,New York,"$4,147,588,307.58","-$2,433,628,215.00","$1,713,960,092.58","$14,779,000,000.00","$24,478,000,000.00","$39,257,000,000.00","$93,193,000,000.00","$40,311,000,000.00","$133,504,000,000.00",4.37%,29.41%
2012,OH,Ohio,"$1,719,123,188.81","-$713,686,563.00","$1,005,436,625.81","$12,476,700,000.00","$4,268,800,000.00","$16,745,500,000.00","$44,777,286,000.00","$13,143,900,000.00","$57,921,186,000.00",6.00%,28.91%
2012,OK,Oklahoma,"$418,489,120.51","-$160,269,853.00","$258,219,267.51","$1,810,000,000.00","$2,924,000,000.00","$4,734,000,000.00","$13,809,000,000.00","$7,122,000,000.00","$20,931,000,000.00",5.45%,22.62%
